Platform,Title,Level,Price,Language,Rating
Coursera,Entrepreneurship 1: Developing the Opportunity,Intermediate,9.99,English,4.0
Coursera,Introduction to Search Engine Optimization,All Levels,0.0,English,4.0
Coursera,Learn to Speak Korean 1,Beginner,9.99,English,5.0
Coursera,Drug Development,Beginner,0.0,English,4.0
Coursera,R Programming,All Levels,9.99,English,5.0
Coursera,Economics of Money and Banking,Advanced,39.99,English,4.0
Coursera,Chinese for Beginners,Intermediate,49.0,English,5.0
Coursera,Grammar and Punctuation,All Levels,39.99,English,4.0
Coursera,Japanese for beginners 1,Advanced,9.99,English,4.0
Coursera,Introduction to English Common Law,Intermediate,0.0,English,5.0
Coursera,Introduction to Dental Medicine,Intermediate,39.99,English,5.0
Coursera,Fundamentals of Reinforcement Learning,Beginner,0.0,English,2.0
Coursera,The Power of Macroeconomics: Economic Principles in the Real World,Intermediate,0.0,English,4.0
Coursera,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Intermediate,0.0,English,5.0
Coursera,Behavioral Finance,Intermediate,0.0,English,4.0
Coursera,"Sequences, Time Series and Prediction",Intermediate,9.99,English,4.0
Coursera,Supply Chain Logistics,All Levels,9.99,English,5.0
Coursera,Project Execution,Intermediate,49.0,English,3.0
Coursera,Nutrición y obesidad: control de sobrepeso,Advanced,0.0,Spanish,5.0
Coursera,Microeconomics Principles,Advanced,9.99,English,5.0
Coursera,Creative Writing: The Craft of Plot,Beginner,0.0,English,5.0
Coursera,Astronomy: Exploring Time and Space,All Levels,0.0,English,5.0
Coursera,Oil & Gas Industry Operations and Markets,All Levels,9.99,English,5.0
Coursera,Design Thinking for Innovation,Beginner,39.99,English,4.0
Coursera,EDIVET: Do you have what it takes to be a veterinarian?,All Levels,9.99,English,5.0
Coursera,Learn to Program: The Fundamentals,Intermediate,9.99,English,5.0
Coursera,Financial Accounting Fundamentals,Intermediate,0.0,English,5.0
Coursera,Finding Purpose and Meaning In Life: Living for What Matters Most,Intermediate,49.0,English,5.0
Coursera,Understanding Clinical Research: Behind the Statistics,All Levels,9.99,English,5.0
Coursera,Epidemiology: The Basic Science of Public Health,All Levels,9.99,English,5.0
Coursera,Fashion as Design,Beginner,49.0,English,5.0
Coursera,Teamwork Skills: Communicating Effectively in Groups,Intermediate,0.0,English,5.0
Coursera,Feminism and Social Justice,Intermediate,39.99,English,5.0
Coursera,International Organizations Management,Intermediate,49.0,English,4.0
Coursera,Marketing Digital,Beginner,9.99,English,4.0
Coursera,Fundamentals of GIS,Advanced,39.99,English,4.0
Coursera,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,Intermediate,9.99,English,5.0
Coursera,"Excel/VBA for Creative Problem Solving, Part 1",Beginner,0.0,English,4.0
Coursera,Rethinking International Tax Law,Beginner,49.0,English,5.0
Coursera,Introduction to Probability and Data with R,All Levels,39.99,English,4.0
Coursera,Understanding and Visualizing Data with Python,Beginner,9.99,English,4.0
Coursera,Fundamentals of Visualization with Tableau,Beginner,59.0,English,3.0
Coursera,Getting Started with SAS Programming,Beginner,49.0,English,5.0
Coursera,Machine Learning for All,All Levels,39.99,English,4.0
Coursera,Using Databases with Python,All Levels,0.0,English,5.0
Coursera,Dino 101: Dinosaur Paleobiology,Intermediate,0.0,English,5.0
Coursera,Sports Marketing,Advanced,39.99,English,5.0
Coursera,Introduction to Programming with MATLAB,Beginner,0.0,English,5.0
Coursera,Preparing to Manage Human Resources,Beginner,39.99,English,3.0
Coursera,Solar Energy Basics,Beginner,39.99,English,4.0
Coursera,Front-End Web UI Frameworks and Tools: Bootstrap 4,Beginner,39.99,English,5.0
Coursera,Building Scalable Java Microservices with Spring Boot and Spring Cloud,All Levels,39.99,English,4.0
Coursera,Introduction to Forensic Science,Advanced,9.99,English,5.0
Coursera,Google Cloud Product Fundamentals,Beginner,9.99,English,1.0
Coursera,American Contract Law I,Beginner,39.99,English,5.0
Coursera,Engineering Health: Introduction to Yoga and Physiology,Beginner,0.0,English,5.0
Coursera,AI for Medical Diagnosis,Advanced,0.0,English,1.0
Coursera,Introduction to Electronics,All Levels,9.99,English,4.0
Coursera,International Humanitarian Law in Theory and Practice,Intermediate,9.99,English,5.0
Coursera,Making Architecture,Beginner,49.0,English,5.0
Coursera,Model Thinking,Beginner,0.0,English,5.0
Coursera,Supporting children with difficulties in reading and writing,Intermediate,0.0,English,5.0
Coursera,Innovation Management,Intermediate,0.0,English,4.0
Coursera,The Manager's Toolkit: A Practical Guide to Managing People at Work,Beginner,9.99,English,4.0
Coursera,"The Modern World, Part One: Global History from 1760 to 1910",All Levels,0.0,English,4.0
Coursera,Supply Chain Principles,All Levels,9.99,English,5.0
Coursera,Essential Google Cloud Infrastructure: Core Services,Intermediate,39.99,French,4.0
Coursera,Weight Management: Beyond Balancing Calories,Beginner,49.0,English,5.0
Coursera,Miracles of Human Language: An Introduction to Linguistics,Intermediate,0.0,English,5.0
Coursera,Java Programming: Solving Problems with Software,Beginner,0.0,English,2.0
Coursera,Race and Cultural Diversity in American Life and History,All Levels,49.0,English,5.0
Coursera,Inspiring and Motivating Individuals,Beginner,0.0,English,4.0
Coursera,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Beginner,49.0,English,5.0
Coursera,Healing with the Arts,Beginner,9.99,English,5.0
Coursera,People Analytics,Intermediate,9.99,English,4.0
Coursera,What is Social?,Intermediate,9.99,English,4.0
Coursera,UX Design Fundamentals,Advanced,9.99,English,4.0
Coursera,Creative Thinking: Techniques and Tools for Success,All Levels,9.99,English,5.0
Coursera,Introduction to Classical Music,Beginner,9.99,English,5.0
Coursera,Children's Human Rights - An Interdisciplinary Introduction,Advanced,0.0,English,5.0
Coursera,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Intermediate,39.99,English,4.0
Coursera,Introduction to Data Analysis Using Excel,Advanced,9.99,English,3.0
Coursera,Mind Control: Managing Your Mental Health During COVID-19,Beginner,59.0,English,5.0
Coursera,Introduction to International Criminal Law,Advanced,9.99,English,5.0
Coursera,"FinTech: Foundations, Payments, and Regulations",Advanced,39.99,English,2.0
Coursera,Greek and Roman Mythology,Beginner,0.0,English,5.0
Coursera,Politics and Economics of International Energy,Intermediate,39.99,English,5.0
Coursera,Teach English Now! Foundational Principles,All Levels,9.99,English,5.0
Coursera,Business Model Innovation,Advanced,9.99,English,5.0
Coursera,Introduction to User Experience Principles and Processes,Advanced,9.99,English,4.0
Coursera,Beyond the Sustainable Development Goals (SDGs): Addressing Sustainability and Development,All Levels,9.99,English,4.0
Coursera,Process Mining: Data science in Action,Advanced,9.99,English,4.0
Coursera,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Advanced,9.99,English,4.0
Coursera,Introduction to Corporate Finance,Intermediate,49.0,English,4.0
Coursera,Global Diplomacy: the United Nations in the World,All Levels,9.99,English,4.0
Coursera,Algorithmic Toolbox,Beginner,0.0,English,5.0
Coursera,Troubles du spectre de l'autisme : diagnostic,Beginner,9.99,French,5.0
Coursera,Anatomy: Musculoskeletal and Integumentary Systems,All Levels,9.99,English,4.0
Coursera,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,Beginner,9.99,English,3.0
Coursera,English for Business and Entrepreneurship,Intermediate,0.0,English,5.0
Coursera,Natural Language Processing with Attention Models,Beginner,0.0,English,3.0
Coursera,Getting Started with Google Sheets,All Levels,9.99,English,3.0
Coursera,Data Visualization with Python,Beginner,0.0,English,4.0
Coursera,Negociación exitosa: Estrategias y habilidades esenciales (en español),All Levels,9.99,Spanish,5.0
Coursera,Data-driven Decision Making,Beginner,0.0,English,4.0
Coursera,Fundamentals of Engineering Exam Review,All Levels,9.99,English,3.0
Coursera,Gender and Sexuality: Diversity and Inclusion in the Workplace,Beginner,0.0,English,4.0
Coursera,Search Engine Optimization Fundamentals,Intermediate,0.0,English,5.0
Coursera,Essentials of Global Health,Intermediate,39.99,English,5.0
Coursera,International Security Management,All Levels,39.99,English,5.0
Coursera,Getting Started with AWS Machine Learning,Advanced,0.0,English,5.0
Coursera,Understanding Einstein: The Special Theory of Relativity,Beginner,0.0,English,5.0
Coursera,Réussir le Changement,Beginner,0.0,French,4.0
Coursera,Equine Welfare and Management,Intermediate,0.0,French,4.0
Coursera,International migrations: a global issue,All Levels,0.0,English,4.0
Coursera,Introduction to Web Development,All Levels,49.0,English,5.0
Coursera,Writing and Editing: Word Choice and Word Order,Intermediate,9.99,English,3.0
Coursera,Introduction to the Digital Advertising Landscape,Beginner,0.0,English,5.0
Coursera,Access Controls,Advanced,9.99,English,1.0
Coursera,Engineering Project Management: Initiating and Planning,Beginner,39.99,English,4.0
Coursera,Kotlin for Java Developers,All Levels,9.99,English,5.0
Coursera,Mathematics for Machine Learning: Multivariate Calculus,Beginner,9.99,English,3.0
Coursera,Introduction to Git and GitHub,Beginner,39.99,English,4.0
Coursera,Industrial Biotechnology,Intermediate,0.0,English,5.0
Coursera,The Addicted Brain,Beginner,0.0,English,5.0
Coursera,Introducción a la programación en Python I: Aprendiendo a programar con Python,All Levels,0.0,Spanish,4.0
Coursera,Modernizing Data Lakes and Data Warehouses with GCP,Intermediate,0.0,English,4.0
Coursera,Drug Discovery,Beginner,0.0,English,3.0
Coursera,Nutrition and Lifestyle in Pregnancy,Beginner,9.99,English,4.0
Coursera,Financial Acumen for Non-Financial Managers,Intermediate,9.99,English,5.0
Coursera,Python and Statistics for Financial Analysis,Advanced,0.0,English,3.0
Coursera,Bugs 101: Insect-Human Interactions,Beginner,0.0,English,5.0
Coursera,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Intermediate,49.0,English,4.0
Coursera,"Leading for Equity, Diversity and Inclusion in Higher Education",Intermediate,9.99,English,4.0
Coursera,Introduction to Spreadsheets and Models,Beginner,0.0,English,3.0
Coursera,The Arts and Science of Relationships: Understanding Human Needs,Beginner,9.99,English,5.0
Coursera,Essentials in Clinical Simulations Across the Health Professions,Advanced,49.0,English,4.0
Coursera,Budgeting and Scheduling Projects,Beginner,0.0,English,4.0
Coursera,Machine Learning for Business Professionals,Beginner,9.99,English,5.0
Coursera,Spanish Vocabulary: Meeting People,Intermediate,0.0,English,4.0
Coursera,Gestión Empresarial Exitosa para Pymes,Beginner,49.0,Spanish,5.0
Coursera,Introduction to Ancient Egypt and Its Civilization,All Levels,0.0,English,4.0
Coursera,Financing and Investing in Infrastructure,Intermediate,9.99,English,5.0
Coursera,Global Environmental Management,All Levels,9.99,English,4.0
Coursera,Operations Analytics,Advanced,0.0,English,5.0
Coursera,Entrepreneurship Strategy: From Ideation to Exit,Intermediate,0.0,English,1.0
Coursera,FinTech Law and Policy,Beginner,59.0,English,5.0
Coursera,The Social Context of Mental Health and Illness,All Levels,49.0,English,5.0
Coursera,What Is Contemporary Art?,Beginner,9.99,English,5.0
Coursera,The Art of Music Production,Advanced,9.99,English,2.0
Coursera,Bayesian Statistics: From Concept to Data Analysis,Beginner,0.0,English,4.0
Coursera,Reporting extra-financier et stratégie RSE,Intermediate,49.0,French,5.0
Coursera,Leading Healthcare Quality and Safety,Beginner,0.0,English,4.0
Coursera,Understanding International Relations Theory,Beginner,0.0,English,1.0
Coursera,Fundamentos de Excel para Negocios,Intermediate,49.0,Spanish,5.0
Coursera,Elastic Google Cloud Infrastructure: Scaling and Automation,Intermediate,39.99,English,4.0
Coursera,Cultural Competence - Aboriginal Sydney,Intermediate,39.99,English,5.0
Coursera,Fundamentos de Finanzas Empresariales,All Levels,9.99,Spanish,5.0
Coursera,Greening the Economy: Sustainable Cities,Beginner,0.0,English,4.0
Coursera,Introduction to Engineering Mechanics,All Levels,0.0,English,5.0
Coursera,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,Intermediate,9.99,English,4.0
Coursera,Biology Meets Programming: Bioinformatics for Beginners,All Levels,39.99,English,2.0
Coursera,Understanding Medical Research: Your Facebook Friend is Wrong,Intermediate,0.0,English,5.0
Coursera,Ordered Data Structures,Advanced,9.99,English,3.0
Coursera,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,All Levels,0.0,English,5.0
Coursera,Programming Fundamentals,Intermediate,39.99,English,5.0
Coursera,Understanding Financial Markets,All Levels,0.0,English,4.0
Coursera,In the Studio: Postwar Abstract Painting,Intermediate,0.0,English,5.0
Coursera,Drug Commercialization,All Levels,9.99,English,5.0
Coursera,Introduction to Software Product Management,All Levels,9.99,English,4.0
Coursera,"Social Norms, Social Change I",Beginner,0.0,English,5.0
Coursera,Excel Skills for Business: Intermediate II,All Levels,9.99,English,5.0
Coursera,Aboriginal Worldviews and Education,All Levels,0.0,English,2.0
Coursera,"Information Systems Auditing, Controls and Assurance",Advanced,39.99,English,5.0
Coursera,Six Sigma Principles,Beginner,39.99,English,4.0
Coursera,Business Writing,Beginner,0.0,English,5.0
Coursera,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Beginner,0.0,English,5.0
Coursera,Introduction to Typography,Intermediate,0.0,English,4.0
Coursera,Customer Segmentation and Prospecting,Intermediate,9.99,English,5.0
Coursera,Claves para Gestionar Personas,All Levels,9.99,Spanish,5.0
Coursera,English for Journalism,Beginner,0.0,English,5.0
Coursera,How Things Work: An Introduction to Physics,Intermediate,39.99,English,4.0
Coursera,Business English: Networking,Advanced,0.0,English,4.0
Coursera,Summary Statistics in Public Health,Intermediate,0.0,English,5.0
Coursera,Global Energy and Climate Policy,All Levels,0.0,English,5.0
Coursera,Probability and Statistics: To p or not to p?,All Levels,9.99,English,5.0
Coursera,Gut Check: Exploring Your Microbiome,Beginner,49.0,English,4.0
Coursera,Econometrics: Methods and Applications,Intermediate,49.0,English,4.0
Coursera,Разработка веб-сервисов на Go - основы языка,Intermediate,0.0,Russian,3.0
Coursera,Mastering Data Analysis in Excel,Beginner,39.99,English,1.0
Coursera,Basic Statistics,Beginner,39.99,English,4.0
Coursera,"Capstone: Retrieving, Processing, and Visualizing Data with Python",Beginner,0.0,English,5.0
Coursera,Introduction to Portfolio Construction and Analysis with Python,Beginner,0.0,English,5.0
Coursera,Data Analytics for Lean Six Sigma,All Levels,49.0,English,5.0
Coursera,Refugees in the 21st Century,Intermediate,9.99,English,5.0
Coursera,Building Containerized Applications on AWS,Advanced,0.0,English,4.0
Coursera,Business Transformation with Google Cloud,Beginner,39.99,English,4.0
Coursera,Version Control with Git,All Levels,0.0,English,5.0
Coursera,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",Advanced,9.99,English,3.0
Coursera,Excel aplicado a los negocios (Nivel Avanzado),Intermediate,0.0,Spanish,5.0
Coursera,Introduction to Public Speaking,Advanced,39.99,English,5.0
Coursera,Building Conversational Experiences with Dialogflow,Advanced,9.99,English,4.0
Coursera,Guitar for Beginners,Intermediate,9.99,English,4.0
Coursera,Managing Project Risks and Changes,Intermediate,9.99,English,5.0
Coursera,L'excellence opérationnelle en pratique,Beginner,9.99,French,5.0
Coursera,Introduction to Cloud Computing,All Levels,49.0,English,4.0
Coursera,Sample-based Learning Methods,Intermediate,9.99,English,1.0
Coursera,Functional Programming Principles in Scala,Intermediate,9.99,English,4.0
Coursera,Introduction to Environmental Law and Policy,Advanced,0.0,English,5.0
Coursera,"Cameras, Exposure, and Photography",All Levels,0.0,English,4.0
Coursera,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,All Levels,39.99,Spanish,5.0
Coursera,"Python Functions, Files, and Dictionaries",Intermediate,9.99,English,4.0
Coursera,Anticorrupción: Introducción a conceptos y perspectiva práctica,Intermediate,9.99,Spanish,4.0
Coursera,Positive Psychology: Applications and Interventions,All Levels,0.0,English,3.0
Coursera,Introduction to Embedded Systems Software and Development Environments,Beginner,0.0,English,2.0
Coursera,Personal & Family Financial Planning,Beginner,0.0,English,5.0
Coursera,A Law Student's Toolkit,Advanced,49.0,English,5.0
Coursera,Introducción a Data Science: Programación Estadística con R,Intermediate,0.0,Spanish,5.0
Coursera,"Cybersecurity Roles, Processes & Operating System Security",Advanced,0.0,English,3.0
Coursera,Computational Neuroscience,Advanced,39.99,English,4.0
Coursera,Smart Cities – Management of Smart Urban Infrastructures,Advanced,0.0,English,1.0
Coursera,Getting Started with Go,Beginner,9.99,English,5.0
Coursera,Introduction to Economic Theories,Beginner,0.0,English,4.0
Coursera,The Power of Microeconomics: Economic Principles in the Real World,Advanced,0.0,English,4.0
Coursera,Introduction to Personal Branding,Advanced,0.0,English,4.0
Coursera,Love as a Force for Social Justice,Advanced,0.0,English,5.0
Coursera,Mathematical Thinking in Computer Science,All Levels,0.0,English,2.0
Coursera,Introduction to Genetics and Evolution,All Levels,0.0,English,5.0
Coursera,Основы программирования на Python,Advanced,49.0,Russian,5.0
Coursera,Improving Communication Skills,Intermediate,0.0,English,5.0
Coursera,"Introduction to Trading, Machine Learning & GCP",Beginner,49.0,English,4.0
Coursera,Python Programming: A Concise Introduction,Intermediate,49.0,English,5.0
Coursera,"The Modern World, Part Two: Global History since 1910",Advanced,0.0,English,4.0
Coursera,Understanding Plants - Part I: What a Plant Knows,Beginner,0.0,English,5.0
Coursera,Finanzas personales,Advanced,9.99,Spanish,5.0
Coursera,English Composition I,All Levels,0.0,English,5.0
Coursera,Introduction to Self-Driving Cars,Beginner,0.0,English,4.0
Coursera,Foundations of Business Strategy,Beginner,9.99,English,4.0
